19,3,3,35
19,2,1,60
19,3,1,63
19,3,3,36
19,3,4,62
19,3,1,65
19,3,3,35
19,3,4,74
19,3,1,62
19,3,3,35
20,2,2,70
20,3,2,72
20,3,1,64
20,3,3,35
20,3,2,83
20,3,1,67
20,3,3,35
20,3,2,61
20,3,2,71
20,2,1,58
20,2,3,61
20,3,1,69
20,3,3,36
20,2,4,60
20,3,1,63
20,3,3,33
20,2,2,70
20,3,4,66
20,3,1,67
20,3,4,60
20,2,3,62
20,3,1,70
20,3,4,82
21,3,2,61
21,2,2,34
21,3,1,62
21,3,2,66
21,3,1,69
21,3,2,64
21,3,2,65
21,3,3,33
21,2,4,63
21,3,2,76
21,3,3,33
21,3,2,63
21,3,3,36
21,3,3,33
21,2,4,64
21,3,4,77
21,3,3,33
21,3,4,65
21,2,2,34
21,3,1,65
21,2,1,59
21,3,1,65
21,3,4,61
22,3,4,60
22,2,2,34
22,3,2,68
22,3,4,76
22,3,2,61
22,3,4,68
22,3,2,91
22,3,4,61
22,3,2,69
22,3,4,75
22,3,3,33
22,2,4,63
22,3,2,62
22,3,2,97
22,3,3,33
22,3,1,65
22,3,3,33
22,3,1,61
22,2,2,69
22,2,4,62
22,3,4,76
22,3,4,66
22,3,3,33
23,3,2,68
23,3,3,33
23,2,2,34
23,3,2,73
23,3,4,74
23,3,3,36
23,2,3,60
23,3,2,67
23,3,2,71
23,3,2,61
23,2,4,62
23,3,4,68
23,3,1,67
23,3,3,33
23,3,4,61
23,2,2,34
23,2,4,63
23,3,4,78
23,3,3,35
23,3,1,65
24,3,4,68
24,3,3,33
24,3,1,69
24,2,2,34
24,3,3,33
24,3,2,71
24,2,4,62
24,3,4,71
24,3,2,62
24,2,2,34
24,3,2,72
24,3,2,62
24,2,3,59
24,2,1,60
24,2,4,62
24,3,4,71
24,3,2,74
24,3,1,61
24,3,4,61
24,2,3,58
24,3,3,35
24,3,1,66
25,3,4,73
25,3,3,33
25,3,3,34
25,3,4,63
25,3,2,73
25,3,4,73
25,3,3,33
25,3,4,72
25,3,1,69
25,3,2,63
25,3,3,34
25,3,2,70
25,3,2,64
25,2,3,60
25,2,4,61
25,3,2,66
25,3,4,71
25,3,4,61
26,2,2,34
26,2,3,58
26,3,1,66
26,3,4,77
26,2,1,60
26,2,4,61
26,3,4,62
26,2,2,34
26,3,2,71
26,3,4,79
26,3,3,33
26,3,4,68
26,3,1,61
26,3,3,33
26,3,2,73
26,3,1,67
26,2,3,59
26,2,4,63
26,3,2,63
26,3,2,78
26,3,4,61
27,3,2,92
27,2,3,59
27,3,3,35
27,3,2,63
27,3,3,33
27,3,4,69
27,3,1,63
27,3,4,60
27,2,2,34
27,2,1,60
27,3,1,66
27,3,3,33
27,2,3,59
27,3,3,35
27,3,1,62
27,3,3,33
27,2,2,34
27,3,2,68
27,3,1,66
27,2,4,62
27,3,3,33
27,3,2,70
27,3,1,70
27,3,3,35
28,3,2,63
28,3,1,61
28,2,1,59
28,3,3,33
28,3,2,66
28,3,3,33
28,2,3,58
28,3,4,75
28,3,4,70
28,3,4,61
28,2,2,34
28,2,1,62
28,3,4,72
28,3,1,71
28,2,1,59
28,3,2,71
28,2,2,34
28,3,2,63
28,3,3,35
28,3,1,61
28,3,2,61
28,3,3,33
28,3,4,73
29,3,1,68
29,3,2,67
29,3,4,62
29,2,2,34
29,3,3,35
29,3,4,71
29,3,3,33
29,2,1,58
29,2,2,34
29,3,2,63
29,3,3,35
29,3,2,66
29,2,4,67
29,3,3,33
29,3,2,66
29,3,1,62
29,2,2,70
29,3,3,33
29,3,2,65
29,3,1,68
29,3,4,62
29,3,1,61
29,2,4,67
29,3,4,73
29,3,2,71
30,3,4,68
30,2,1,60
30,3,2,68
30,3,4,62
30,3,3,35
30,3,4,75
30,3,1,61
30,2,1,63
30,3,2,60
30,3,3,33
30,3,1,64
30,3,3,33
30,2,2,34
30,3,4,62
30,3,1,70
30,3,3,35
30,3,1,62
30,3,3,33
30,2,2,65
30,3,2,68
30,3,4,62
30,3,2,65
30,2,4,64
30,3,4,75
31,3,2,60
31,3,4,70
31,2,1,63
31,3,2,71
31,3,2,61
31,3,4,62
31,2,3,58
31,3,3,35
31,2,2,34
31,3,2,70
31,3,2,64
31,2,1,65
31,3,3,33
31,3,1,65
31,3,2,61
31,3,3,33
31,3,1,70
31,3,3,35
31,2,4,66
31,3,1,62
31,3,2,65
31,3,3,33
31,2,1,64
31,3,4,72
31,3,4,62
32,2,3,59
32,2,2,34
32,3,4,73
32,2,1,63
32,3,1,65
32,3,4,61
32,3,1,68
32,2,2,34
32,3,2,67
32,3,3,35
32,3,4,80
32,3,3,33
32,3,2,65
32,3,1,64
32,3,2,61
32,3,3,33
32,3,2,67
32,3,3,35
32,3,4,77
32,2,1,63
33,3,3,35
33,3,1,62
33,3,4,71
33,2,1,65
33,3,1,64
33,3,4,62
33,3,2,60
33,3,3,34
33,2,4,65
33,2,3,59
33,3,1,68
33,3,4,73
33,3,3,35
33,3,2,69
33,3,4,69
33,3,2,67
33,3,1,65
33,3,1,70
33,3,3,35
33,2,2,70
33,2,1,66
34,2,3,61
34,2,4,68
34,2,2,35
34,3,2,65
34,2,1,64
34,3,1,66
34,3,2,64
34,3,1,70
34,2,3,62
34,3,3,35
34,2,4,64
34,3,4,71
34,3,2,72
34,3,1,63
34,3,4,76
34,3,3,33
34,3,2,64
34,3,1,66
34,3,4,61
34,3,3,34
34,2,1,63
34,2,2,34
34,3,4,62
35,3,1,67
35,3,4,75
35,3,1,66
35,2,3,63
35,2,2,35
35,3,2,78
35,3,2,64
35,2,3,61
35,2,1,62
35,3,1,68
35,3,2,62
35,3,3,33
35,2,4,65
35,3,2,71
35,3,3,33
35,3,1,62
35,3,2,64
35,2,1,63
35,2,4,65
35,3,3,35
35,3,3,33
35,3,4,77
36,3,3,33
36,2,3,63
36,2,1,63
36,3,4,61
36,3,2,67
36,3,2,67
36,3,1,68
36,3,4,72
36,3,2,71
36,3,1,61
36,3,2,92
36,2,4,65
36,3,1,66
36,3,3,33
36,3,1,60
36,2,2,35
36,3,3,35
36,3,1,66
36,3,3,33
36,2,4,65
36,3,2,64
36,3,4,70
36,3,2,72
37,3,3,35
37,3,4,62
37,3,2,70
37,3,3,33
37,2,1,62
37,3,4,71
37,3,2,75
37,3,1,63
37,3,4,61
37,3,2,67
37,2,3,59
37,2,1,63
37,3,1,66
37,3,2,71
37,3,1,64
37,3,4,72
37,3,1,61
37,3,1,66
38,3,2,68
38,2,3,62
38,3,1,65
38,3,2,65
38,3,4,62
38,3,3,35
38,3,2,72
38,3,4,80
38,3,3,33
38,3,4,68
38,3,2,65
38,2,4,65
38,2,2,34
38,3,3,33
38,3,1,70
38,3,3,35
38,3,1,61
38,3,3,33
38,2,2,34
38,3,3,34
38,3,3,35
38,3,2,65
38,3,1,60
39,3,3,33
39,2,3,61
39,3,4,85
39,3,2,73
39,3,1,67
39,3,4,62
39,3,2,65
39,3,4,80
39,2,2,34
39,3,2,64
39,3,3,33
39,3,4,62
39,3,3,35
39,3,2,63
39,3,3,33
39,3,1,66
39,3,2,63
39,3,3,33
39,3,1,67
39,3,2,70
39,3,3,35
40,3,1,61
40,3,2,64
40,3,1,65
40,2,4,66
40,3,2,63
40,3,3,33
40,3,1,62
40,3,4,81
40,2,1,62
40,3,4,62
40,2,2,34
40,2,3,62
40,3,2,71
40,3,3,35
40,3,1,61
40,3,2,64
40,3,3,33
40,3,1,66
40,3,1,68
40,3,2,69
40,3,3,35
40,3,1,63
40,3,3,33
40,3,2,65
40,2,4,66
40,3,1,66
40,3,3,33
41,3,4,62
41,2,3,60
41,2,2,34
41,2,2,34
41,3,2,68
41,3,4,78
41,3,2,89
41,3,4,73
41,2,1,59
41,3,4,62
41,3,2,64
41,3,3,35
41,3,4,79
41,3,3,33
41,2,4,67
41,2,2,34
41,2,1,60
41,3,3,33
41,3,3,35
41,2,2,35
41,3,2,67
41,3,1,67
41,3,3,33
42,3,2,70
42,2,3,59
42,3,2,62
42,3,2,63
42,3,4,62
42,2,2,34
42,2,1,61
42,3,1,68
42,3,3,35
42,3,2,83
42,3,4,62
42,3,3,33
42,3,1,67
43,3,2,88
43,3,4,79
43,3,3,33
43,3,2,70
43,3,3,35
43,3,2,61
43,2,1,61
43,2,4,72
43,3,2,86
43,3,3,33
43,3,3,33
43,2,2,34
43,2,1,62
43,3,1,68
43,3,4,78
43,3,3,35
43,3,4,69
43,3,3,33
43,3,1,62
44,2,2,34
44,3,2,70
44,3,1,67
44,3,2,64
44,2,3,62
44,3,1,68
44,3,2,70
44,3,2,72
44,3,2,66
44,2,4,62
44,2,1,58
44,3,4,77
44,3,1,66
44,3,3,33
44,3,3,33
44,3,1,61
44,3,4,62
44,2,1,61
44,3,3,35
44,3,1,69
44,3,4,69
44,3,3,33
44,3,2,64
45,3,1,62
45,3,3,33
45,2,2,36
45,3,2,71
45,3,4,76
45,3,2,67
45,3,2,76
45,3,4,62
45,3,2,64
45,3,2,69
45,2,4,64
45,2,1,59
45,3,3,33
45,2,2,36
45,2,1,60
45,3,4,77
45,2,4,64
45,2,3,62
45,3,3,35
45,3,3,33
45,2,1,61
46,3,4,63
46,2,2,36
46,3,4,75
46,3,3,35
46,2,3,63
46,3,2,70
46,3,4,70
46,3,1,67
46,3,2,93
46,3,4,63
46,3,1,68
46,3,2,65
46,2,4,64
46,2,3,62
46,3,1,61
46,3,3,35
46,3,3,33
46,3,2,63
46,3,4,62
46,3,3,33
46,2,2,36
46,2,4,65
46,3,4,77
46,3,3,35
47,3,3,33
47,2,1,60
47,3,4,62
47,2,2,36
47,3,2,66
47,3,1,62
47,3,2,68
47,2,4,64
47,2,3,62
47,2,1,61
47,3,1,70
47,3,2,72
47,3,2,64
47,2,4,64
47,2,3,63
47,3,3,33
47,3,2,69
47,3,4,76
47,3,3,35
47,2,2,36
47,3,1,67
48,3,3,33
48,2,1,60
48,3,4,63
48,3,1,61
48,2,2,36
48,3,3,33
48,3,4,62
48,3,2,64
48,2,4,64
48,3,3,35
48,2,1,60
48,3,1,69
48,3,2,74
48,3,3,33
48,3,3,34
48,3,1,61
48,2,4,65
48,3,4,77
48,3,3,35
48,3,3,33
48,3,4,62
48,3,1,60
48,2,2,36
48,3,2,66
49,3,4,69
49,2,1,62
49,2,3,61
49,3,2,72
49,3,2,66
49,3,1,61
49,3,2,70
49,2,1,62
49,3,1,69
49,3,2,70
49,3,3,33
49,3,2,66
49,3,3,33
49,2,2,36
49,2,3,61
49,3,3,35
49,3,1,68
49,3,4,69
49,3,3,33
49,2,1,62
49,3,4,62
49,3,3,33
50,2,2,36
50,3,4,74
50,3,3,35
50,2,1,62
50,3,2,71
50,3,1,69
50,3,2,71
50,3,2,66
50,3,2,72
50,2,3,61
50,2,4,65
50,3,4,62
50,2,2,70
50,3,3,35
50,2,3,61
50,3,3,33
50,3,4,69
50,2,1,60
50,3,2,70
50,3,3,33
51,3,4,62
51,2,2,36
51,3,2,66
51,3,3,35
51,2,3,61
51,3,2,72
51,2,4,64
51,2,3,62
51,2,1,61
51,3,1,68
51,3,3,33
51,3,2,69
51,3,1,62
51,3,3,33
51,2,2,36
51,2,1,60
51,3,4,76
51,3,1,69
51,3,3,35
51,3,3,33
51,3,3,33
51,3,3,35
52,3,3,33
52,3,3,33
52,2,2,34
52,3,4,62
52,3,2,69
52,3,2,76
52,3,2,75
52,2,3,61
52,3,4,74
52,2,1,62
52,3,3,35
52,3,3,33
52,3,1,67
52,3,3,33
52,3,4,63
52,3,3,35
52,3,3,33
53,3,4,68
53,2,2,34
53,3,3,35
53,2,4,69
53,2,1,66
53,3,1,68
53,3,3,33
53,2,2,34
53,3,2,76
53,3,2,66
53,2,3,59
53,3,4,73
53,3,2,67
53,3,4,69
53,2,4,65
53,3,1,64
54,3,4,64
54,3,1,61
54,3,2,95
54,3,4,73
54,3,1,71
54,3,2,69
54,3,3,33
54,3,4,68
54,3,1,67
54,3,3,34
54,2,2,70
54,3,3,35
54,3,3,33
54,2,4,65
54,2,1,60
54,3,2,72
54,2,2,70
54,3,2,70
54,3,1,63
54,3,2,70
54,2,3,62
54,2,1,60
54,3,1,72
54,3,2,91
54,3,3,33
54,2,2,96
54,2,3,61
54,3,3,35
55,3,1,71
55,3,4,75
55,3,3,33
55,3,1,66
55,3,2,77
55,3,3,35
55,3,3,33
55,2,1,59
55,3,1,73
55,3,4,63
55,3,1,61
55,2,2,35
55,3,2,72
55,3,3,33
55,3,2,65
55,3,4,68
55,3,1,64
55,3,3,33
55,3,2,68
55,3,4,63
56,2,3,59
56,3,3,35
56,3,2,69
56,3,3,33
56,2,4,61
56,2,1,59
56,3,2,64
56,3,3,33
56,3,2,68
56,2,3,60
56,3,3,35
56,3,2,69
56,3,3,33
56,2,4,62
56,3,1,71
56,3,4,76
56,3,1,66
56,3,3,35
56,3,4,63
56,2,3,58
56,2,2,36
56,3,2,72
56,3,1,72
56,3,2,66
56,3,1,66
56,2,4,61
56,3,2,71
57,3,1,62
57,3,3,35
57,3,2,74
57,3,1,70
57,3,3,33
57,3,2,65
57,3,1,72
57,3,4,67
57,3,3,35
57,3,2,71
57,3,4,63
57,3,3,33
57,2,1,59
57,3,4,76
57,3,4,69
57,3,1,62
57,3,4,63
57,2,2,36
57,2,1,59
57,3,1,69
57,3,3,33
57,2,4,62
58,3,3,34
58,3,1,63
58,2,2,35
58,3,2,70
58,3,3,35
58,2,4,62
58,3,1,69
58,3,3,33
58,3,1,74
58,3,2,71
58,3,3,33
58,3,1,63
58,2,1,59
58,3,4,68
58,3,2,73
58,3,3,35
58,3,4,64
58,2,2,70
58,2,3,59
58,2,1,59
58,3,3,33
58,3,4,76
59,3,2,69
59,3,3,33
59,3,4,69
59,2,3,60
59,2,2,36
59,3,1,71
59,3,1,63
59,2,4,65
59,2,3,59
59,3,3,35
59,3,2,72
59,3,1,71
59,3,2,64
59,3,1,66
59,3,3,35
59,2,1,58
59,3,2,74
59,3,1,62
59,3,3,33
59,3,2,72
59,3,2,62
59,3,3,35
59,2,2,70
59,2,1,58
59,3,3,34
60,3,4,62
60,3,3,34
60,2,4,64
60,3,4,63
60,3,2,63
60,3,2,82
60,2,2,35
60,3,1,61
60,3,2,72
60,2,4,63
60,2,3,58
60,3,1,69
60,3,1,68
60,3,2,64
60,3,3,36
60,3,1,61
60,3,2,83
60,3,4,63
60,3,3,34
60,3,1,67
60,3,2,69
60,2,2,35
60,2,1,59
60,3,3,34
61,3,2,70
61,3,1,64
61,3,3,36
61,3,2,76
61,2,1,58
61,2,2,35
61,3,3,34
61,3,4,63
61,2,4,63
61,2,3,58
61,3,4,78
61,3,3,34
61,3,3,35
61,3,3,34
61,3,1,66
61,3,2,71
61,3,3,34
61,3,1,66
61,3,2,65
61,3,4,76
62,2,4,68
62,3,3,36
62,3,2,76
62,2,3,59
62,2,1,59
62,3,4,62
62,3,3,34
62,3,4,64
62,3,4,77
62,3,1,67
62,3,1,64
62,2,2,70
62,3,2,71
62,3,4,77
62,3,3,34
62,3,1,62
62,3,2,63
62,2,4,69
62,2,3,59
62,3,3,35
62,3,1,67
62,3,2,76
62,3,3,34
62,3,1,64
62,3,2,73
62,3,3,34
62,2,1,59
62,2,3,58
62,3,4,63
63,2,2,88
63,3,4,79
63,3,3,34
63,3,1,66
63,3,3,36
63,3,2,72
63,3,4,64
63,3,1,65
63,3,3,34
63,3,2,73
63,2,4,67
63,3,3,34
63,3,2,62
63,3,1,67
63,3,3,36
63,3,4,64
63,3,1,62
63,2,2,35
63,3,2,63
63,3,4,62
63,2,3,58
64,3,4,64
64,3,3,34
64,3,2,78
64,3,3,34
64,3,2,63
64,2,4,65
64,3,3,36
64,3,2,71
64,3,1,68
64,3,3,34
64,3,1,62
64,3,3,34
64,2,2,35
64,2,4,65
64,3,1,69
64,3,4,63
64,3,1,69
64,2,3,59
64,3,4,64
64,3,1,62
64,2,2,35
64,2,4,65
64,3,2,64
64,3,4,62
65,3,1,70
65,3,2,79
65,3,4,63
65,3,2,69
65,3,2,70
65,2,3,60
65,3,4,62
65,3,3,35
65,3,4,63
65,3,3,34
65,3,2,68
65,3,1,62
65,2,3,61
65,3,3,34
65,3,1,69
65,3,3,36
65,2,4,69
65,2,2,35
65,3,1,71
65,3,1,62
66,3,2,72
66,2,1,62
66,2,3,59
66,3,1,70
66,3,2,62
66,3,2,80
66,3,3,35
66,3,2,70
66,3,3,34
66,2,1,61
66,3,4,63
66,3,2,64
66,3,1,69
66,3,3,36
66,3,4,64
66,3,4,63
66,2,2,86
66,2,1,61
66,3,1,71
66,3,1,72
66,2,3,58
66,3,1,63
66,2,2,34
67,2,1,66
67,2,3,58
67,3,3,36
67,3,2,86
67,2,4,65
67,3,2,62
67,2,1,62
67,3,3,36
67,3,2,71
67,3,1,69
67,3,3,34
67,2,4,63
67,3,4,80
67,3,2,70
67,3,1,61
67,3,3,34
67,3,4,63
67,2,2,34
67,3,3,36
67,3,3,34
67,3,1,67
67,3,3,34
68,3,4,64
68,2,2,70
68,3,2,64
68,3,2,71
68,3,3,35
68,3,2,65
68,2,4,62
68,2,1,61
68,3,1,72
68,3,1,70
68,3,3,34
68,2,4,66
68,3,4,76
68,3,1,63
68,3,3,34
68,3,4,64
68,2,2,35
68,3,1,72
68,3,4,63
68,2,3,58
68,3,4,77
69,3,1,61
69,3,2,75
69,2,2,34
69,3,1,68
69,3,3,34
69,3,2,60
69,2,1,62
69,3,3,36
69,3,4,63
69,3,2,62
69,3,3,34
69,3,4,80
69,3,2,73
69,3,3,34
69,2,1,60
69,3,4,64
70,3,4,79
70,3,4,64
70,3,1,74
70,3,4,63
70,3,2,62
70,3,4,63
70,3,2,62
70,3,4,64
70,2,2,34
70,3,2,72
70,3,2,63
70,3,4,62
70,3,1,69
70,3,2,72
70,3,1,62
70,3,3,34
70,2,4,61
70,3,2,65
70,3,3,34
70,3,3,35
70,3,1,65
70,2,4,60
70,3,3,36
70,3,1,70
71,3,3,35
71,2,1,58
71,2,4,62
71,3,2,76
71,3,4,65
71,2,1,62
71,3,1,75
71,3,4,63
71,3,1,74
71,3,1,70
71,2,4,59
71,2,2,34
71,2,3,60
71,3,3,36
71,3,1,67
71,3,3,34
71,3,2,63
71,3,3,34
71,2,2,34
71,3,2,73
71,3,3,36
72,3,4,65
72,3,3,34
72,3,4,65
72,3,2,62
72,3,3,34
72,3,1,66
72,3,4,79
72,3,3,36
72,2,3,58
72,3,4,64
72,3,2,61
72,3,1,66
72,3,1,78
72,3,3,35
72,2,2,34
72,3,3,36
72,3,3,35
72,2,1,63
72,3,3,35
72,2,2,34
73,3,2,71
73,3,3,36
73,3,1,61
73,2,1,63
73,3,1,77
73,3,2,64
73,3,4,64
73,3,1,63
73,3,2,61
73,3,1,69
73,3,4,64
73,3,2,63
73,3,3,35
73,3,3,35
73,2,2,34
73,3,1,69
73,3,3,37
73,3,3,35
73,3,3,35
74,3,1,64
74,2,2,34
74,3,2,64
74,2,4,60
74,3,3,36
74,3,4,68
74,3,3,35
74,3,2,61
74,3,2,66
74,3,2,62
74,2,3,61
74,2,4,60
74,2,4,60
74,3,4,71
74,3,4,66
74,3,4,65
75,2,2,34
75,3,3,36
75,2,3,61
75,3,1,68
75,3,4,70
75,3,3,35
75,3,1,62
75,3,3,35
75,2,2,34
75,3,2,71
75,3,3,35
75,2,1,59
75,2,4,59
75,3,2,61
75,3,3,37
75,3,2,71
75,3,3,35
75,3,2,71
75,2,3,64
75,3,4,72
75,3,3,36
75,3,1,70
76,3,4,65
76,3,3,35
76,2,2,34
76,3,1,64
76,2,4,60
76,3,4,64
76,3,3,35
76,3,1,68
76,3,3,36
76,3,1,69
76,2,2,34
76,3,4,65
76,3,1,63
76,3,2,67
76,2,4,60
76,2,3,63
76,3,2,62
76,3,2,62
76,3,3,35
76,3,2,66
76,3,3,35
76,3,2,60
76,2,4,60
76,3,4,72
76,3,3,37
77,2,2,34
77,2,1,60
77,3,1,71
77,3,4,66
77,3,1,68
77,2,2,34
77,3,2,61
77,3,1,70
77,3,2,93
77,3,1,64
77,3,2,59
77,2,3,63
77,3,3,36
77,3,2,64
78,3,3,35
78,2,1,59
78,3,4,65
78,2,2,90
78,3,3,36
78,3,4,75
78,3,1,68
78,3,1,70
78,3,1,63
78,3,2,59
78,3,3,36
78,3,1,66
78,3,2,63
78,3,1,70
78,3,2,73
78,3,3,35
78,3,4,65
79,3,2,70
79,3,3,36
79,2,1,59
79,3,4,76
79,3,3,35
79,3,4,64
79,3,2,63
79,3,3,35
79,3,4,65
79,3,3,36
79,3,2,76
79,3,1,64
79,3,3,35
79,2,2,34
79,2,1,59
79,3,1,67
79,3,1,69
79,3,1,63
79,2,4,59
79,2,2,34
79,3,2,61
79,3,2,64
80,2,4,60
80,3,4,64
80,3,3,35
80,2,1,60
80,3,1,67
80,3,4,65
80,3,1,69
80,3,1,63
80,3,4,64
80,2,2,34
80,2,3,62
80,3,4,65
80,3,1,63
80,3,4,76
80,3,3,36
80,3,1,68
80,2,2,34
80,2,4,60
80,2,3,63
80,3,3,35
80,2,1,60
80,3,2,64
81,3,3,35
81,3,3,36
81,3,4,78
81,3,3,35
